Cocunut,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
80980,51,2,M,HGH,STE,F,"309,7563846",10/10/1980,01/05/1987,16/10/2014,"470,1633077"
80981,40,4,M,HGH,PVE,F,"273,6582308",11/08/2001,10/06/2013,07/06/2013,"2307,692308"
80982,66,6,M,BCR,RET,F,"163,8903846",01/01/2005,01/10/9999,09/09/2010,2055
80983,46,12,M,BCR,PVE,M,"1394,478538",01/10/2001,01/04/2005,15/04/2005,"4230,769231"
80984,50,3,M,BCR,STE,F,"358,8483077",01/09/2007,28/03/2007,20/09/2013,"2307,692308"
80985,59,9,M,HGH,PVE,M,"288,0307692",20/12/1958,05/09/2011,11/04/2008,"2213,076923"
80986,69,11,M,BCR,RET,F,"311,1550769",01/01/2010,01/10/9999,23/12/2005,"2608,269231"
80987,68,10,W,HGH,RET,F,"227,4538462",01/01/1974,01/10/9999,21/07/2006,"3603,126385"
80988,41,3,M,HGH,PVE,M,"266,8889231",01/03/2013,03/10/2011,27/03/2014,"5538,987615"
80989,43,9,M,HGH,STE,M,"266,8",11/03/1974,10/03/2008,20/03/2008,"2307,692308"
80990,68,9,M,HGH,RET,M,"374,497",27/01/2006,01/10/9999,26/09/2007,"1975,961538"
80991,74,11,M,HGH,RET,M,"221,0430769",20/10/1996,01/10/9999,26/05/2006,"395,1923077"
80992,52,9,M,HGH,PVE,F,"384,6153846",01/01/1986,01/03/2002,13/08/2007,"269,0676923"
80993,43,4,M,BCR,PVE,F,"441,8554615",01/01/1994,01/10/2013,24/04/2013,"4615,384615"
80994,73,4,M,HGH,RET,M,"1131,307692",01/01/1975,01/10/9999,03/08/2012,"4742,307692"
80995,60,0,M,HGH,RET,F,"230,7692308",15/10/2008,30/12/2001,12/10/2016,"403,9184615"
80996,42,2,M,HGH,PVE,M,"192,3076923",20/01/1975,24/11/2015,17/06/2015,"480,9760769"
80997,37,12,M,HGH,PVE,M,"485,8879231",23/05/1980,17/01/2015,27/09/2004,"4615,384615"
80998,66,11,M,BCR,RET,F,"291,3813077",01/09/2007,01/10/9999,13/07/2005,"3319,615385"
80999,65,12,M,BCR,STE,F,"343,2607692",01/04/1973,12/12/1977,29/11/2004,"790,3846154"
81000,54,2,M,HGH,PVE,F,"240,3846154",01/01/1985,01/12/2014,18/12/2014,"4615,384615"
81001,43,5,S,BCR,STE,F,"514,5153846",01/05/1995,24/06/2013,21/10/2011,"4615,384615"
81002,43,11,M,HGH,RET,M,"255,0276923",12/11/1974,01/10/9999,28/11/2005,"2318,009769"
81003,54,2,M,HGH,PVE,M,"178,1307692",31/12/2010,11/10/2004,05/08/2014,"2307,692308"
81004,62,6,M,BCR,RET,F,"164,0441538",20/05/2003,01/10/9999,04/09/2010,"2407,005308"
81005,36,5,M,HGH,PVE,M,"516,2820769",01/12/2010,01/06/2011,11/06/2012,"6153,846154"
81006,61,11,M,HGH,RET,F,"490,1615385",01/05/1976,01/10/9999,15/07/2005,"3262,382154"
81007,63,0,M,BCR,RET,F,"238,4615385",07/05/1954,30/12/2001,12/10/2016,"256,7076923"
81008,70,6,M,HGH,RET,M,"410,1915385",18/02/1947,01/10/9999,22/03/2011,"5370,663462"
81009,55,10,M,HGH,PVE,M,"169,2307692",21/11/1962,01/08/2008,22/03/2007,"4615,384615"
81010,65,0,W,HGH,RET,F,"377,2643846",01/03/1993,01/10/9999,13/10/2016,"2608,269231"
81011,51,4,M,HGH,STE,M,"307,6923077",01/01/1986,04/11/1993,03/06/2013,"209,6287692"
81012,59,2,M,HGH,PVE,M,"222,8802308",01/06/1987,01/02/2015,27/02/2015,"2307,692308"
81013,30,8,M,HGH,PVE,F,"323,07",01/01/2006,02/02/2010,27/01/2009,"1683,381154"
81014,42,14,M,BCR,PVE,F,"666,8946923",25/05/2003,01/01/2003,03/01/2003,"1307,692308"
81015,62,12,M,HGH,RET,F,"228,0804615",01/06/1980,01/10/9999,08/04/2005,"2766,346154"
81016,34,9,S,BCR,PVE,M,"999,8692308",01/04/2013,29/01/2007,29/01/2008,"7692,307692"
81017,43,0,S,HGH,PVE,M,"398,6188462",16/06/1986,01/07/2016,13/10/2016,"202,0384615"
81018,36,12,M,HGH,PVE,M,"491,7230769",15/02/2007,10/02/2003,28/04/2005,"2307,692308"
81019,53,5,W,HGH,PVE,F,"537,2170769",01/06/2008,03/04/1989,26/07/2011,"4864,142615"
81020,35,11,M,HGH,PVE,M,"477,4797692",06/07/1982,16/04/2007,30/01/2006,"3846,153846"
81021,64,0,M,HGH,RET,F,"200,4193077",01/01/1970,01/10/9999,11/10/2016,"2307,692308"
81022,39,12,S,BCR,PVE,F,"612,3443077",01/01/1984,18/05/2005,24/05/2005,"1076,923077"
81023,66,8,D,HGH,RET,F,"244,0969231",15/02/2012,01/10/9999,22/12/2008,"3951,923077"
81024,49,13,S,BCR,PVE,F,"423,4273846",01/02/2000,01/07/2016,01/04/2004,"1998,284385"
81025,28,3,M,HGH,PVE,F,"171,3692308",05/03/2012,10/08/2012,26/08/2013,"2307,692308"
81026,65,11,M,HGH,RET,F,"196,1470769",20/08/2000,01/10/9999,10/08/2005,"4742,307692"
81027,26,4,S,HGH,PVE,F,"210,5461538",07/04/1991,26/06/2013,26/09/2012,"4615,384615"
81028,31,0,M,BCR,PVE,M,"269,2307692",01/01/2014,01/01/2013,13/10/2016,"205,9207692"
81029,41,4,S,HGH,PVE,M,"452,9230769",17/01/2011,01/09/2012,20/06/2013,"5258,532538"
81030,29,7,S,HGH,PVE,M,"324,2807692",01/01/1995,01/08/2015,29/03/2010,"7113,461538"
81031,45,7,S,HGH,PVE,F,"175,9692308",14/12/1972,22/01/2016,24/03/2010,"4615,384615"
81032,67,0,M,HGH,RET,M,"249,9215385",01/05/1981,01/10/9999,12/10/2016,"2173,557692"
81033,51,4,M,HGH,STE,M,"488,0498462",31/12/1967,26/01/1993,08/05/2013,"8764,220923"
81034,33,8,M,HGH,PVE,M,"605,1987692",23/03/1984,01/04/2009,10/04/2009,"1789,025231"
81035,50,15,S,HGH,STE,M,"236,8923077",01/01/2013,01/07/1996,13/04/2002,"4425,931615"
81036,62,1,W,HGH,RET,F,"238,519",01/01/1980,01/10/9999,16/03/2016,"600,6923077"
81037,51,11,M,HGH,STE,F,"214,0442308",01/01/1995,10/05/2012,10/11/2005,"5018,942308"
81038,57,10,M,PRS,RET,F,"162,5966154",01/01/2009,01/10/9999,07/08/2006,"3912,403846"
81039,53,4,S,HGH,PVE,M,"635,5307692",05/09/1983,01/10/2006,19/11/2012,"9230,769231"
81040,41,8,M,HGH,PVE,F,"322,0378462",16/12/1995,23/02/2009,20/02/2009,"2493,548385"
81041,59,11,M,SEC,PVE,F,"191,431",20/07/1990,13/01/2000,08/08/2005,"3279,406692"
81042,38,10,M,HGH,PVE,F,"230,7692308",25/09/2000,01/07/2001,23/03/2007,"6003,491308"
81043,56,12,M,HGH,RET,M,"385,1756154",07/04/1997,01/10/9999,28/06/2005,"2307,692308"
81044,74,9,M,HGH,OTH,M,"973,3993077",01/05/2006,01/10/9999,29/03/2008,"5137,5"
81045,71,10,W,HGH,RET,F,"285,7830769",01/01/2006,01/10/9999,19/04/2007,"4639,557692"
81046,56,0,M,HGH,SFE,M,300,31/12/2002,01/08/2005,11/10/2016,"8561,724385"
81047,66,9,M,HGH,RET,M,"311,5692308",01/01/1975,01/10/9999,13/02/2008,"4149,519231"
81048,28,2,S,BCR,STE,M,"192,6307692",10/03/1989,04/12/2013,19/06/2015,"2307,692308"
81049,59,12,M,SEC,RET,M,"161,2382308",20/02/1958,01/10/9999,04/02/2005,"476,2999231"
81050,58,11,M,BCR,STE,F,"1241,315385",01/09/1995,20/05/2015,27/09/2005,"2307,692308"
81051,25,4,S,HGH,PVE,M,"268,6211538",30/07/1992,06/08/2012,11/10/2012,"4615,384615"
81052,61,4,W,HGH,RET,F,"257,2058462",01/01/1998,09/01/1998,22/10/2012,"7692,307692"
81053,52,4,M,HGH,PVE,F,"163,0769231",01/07/2013,01/03/2016,02/07/2013,"888,1054615"
81054,67,12,W,HGH,RET,F,"928,8402308",27/01/1950,01/10/9999,19/11/2004,"5370,750385"
81055,36,11,S,BCR,PVE,F,"269,2307692",01/01/1988,01/02/2015,02/09/2005,"1076,923077"
81056,66,12,M,BCR,RET,M,"276,2093077",27/06/2005,01/10/9999,11/09/2004,"5327,192308"
81057,51,3,M,HGH,RET,M,"155,5043077",30/06/1966,07/02/1999,20/11/2013,"2307,692308"
81058,49,0,M,HGH,PVE,M,500,02/10/1968,15/10/2004,14/10/2016,"4615,384615"
81059,45,0,M,HGH,PVE,F,"170,3715385",14/01/1994,01/07/2013,10/10/2016,"2307,692308"
81060,30,3,S,BCR,PVE,F,"603,8218462",18/01/2016,01/07/2015,11/10/2013,"2307,692308"
81061,58,12,M,HGH,RET,M,"415,3846154",14/11/1959,15/06/1979,16/09/2004,169
81062,54,0,D,HGH,STE,F,"372,1153077",01/09/2001,01/09/1990,12/10/2016,"825,0985385"
81063,39,7,S,HGH,PVE,M,"359,3384615",18/01/1978,21/05/2003,01/10/2009,"2307,692308"
81064,63,12,M,BCR,RET,F,"272,21",04/08/2010,01/10/9999,21/04/2005,"198,3346923"
81065,31,2,M,HGH,PVE,M,"307,6923077",15/10/1995,01/05/2008,29/09/2014,"197,9976923"
81066,60,2,M,BCR,STE,M,"301,4383077",01/06/1990,01/02/1984,01/07/2015,"3349,429923"
81067,69,11,D,HGH,RET,F,"207,3229231",01/01/1992,01/10/9999,16/12/2005,"2529,230769"
81068,50,12,M,HGH,STE,F,"206,794",01/04/2013,05/11/2003,03/06/2005,"4732,679308"
81069,51,9,M,BCR,PVE,F,"546,6083077",10/06/2009,21/08/2007,14/08/2007,"2307,692308"
81070,22,1,S,HGH,PVE,M,"246,6461538",17/03/1995,20/01/2015,20/10/2015,"2769,230769"
81071,54,11,M,BCR,STE,F,0,01/01/1997,10/12/2005,13/06/2006,"18,14769231"
81072,43,11,M,HGH,PVE,M,"351,0230769",01/01/2003,15/03/2001,25/08/2005,"4615,384615"
81073,22,2,S,SEC,PVE,M,"170,5384615",01/06/2014,15/05/2015,27/05/2015,"1699,972538"
81074,37,11,S,HGH,PVE,F,"206,9423077",01/01/1982,15/08/2005,05/10/2005,"1553,846154"
81075,57,8,M,HGH,RET,F,"188,396",01/01/1982,01/10/9999,03/07/2009,"2567,472308"
81076,39,1,M,BCR,STE,F,"430,7692308",01/01/2007,01/01/2006,26/10/2015,"252,1538462"
81077,28,7,S,BCR,PVE,M,"1172,496",01/05/2005,01/07/2014,28/10/2009,"4615,384615"
81078,33,9,M,HGH,PVE,F,"202,5846154",01/03/2013,01/03/2015,16/10/2007,"2307,692308"
81079,58,10,M,BCR,RET,F,"236,1891538",01/01/1980,01/10/9999,11/12/2006,"3754,326923"
81080,71,11,M,BCR,RET,F,"263,332",01/05/1986,01/10/9999,22/12/2005,"1896,923077"
81081,55,12,M,BCR,STE,F,"581,0538462",01/07/1995,01/04/1987,28/09/2004,"2307,692308"
81082,45,6,M,HGH,PVE,M,"245,5375385",04/06/2010,15/12/2015,30/07/2010,"2307,692308"
81083,60,2,S,HGH,PVE,M,"246,1538462",11/02/1957,14/01/2000,27/10/2014,"293,0746154"
81084,57,4,M,HGH,STE,M,"234,5692308",01/04/1960,11/04/2006,03/09/2012,"6748,450077"
81085,43,1,M,BCR,PVE,F,"346,1307692",10/09/2015,13/07/2012,19/09/2015,"2307,692308"
81086,56,0,M,HGH,RET,F,"432,8856923",01/04/1993,01/10/9999,10/10/2016,"2307,692308"
81087,42,5,M,HGH,PVE,F,"254,8296923",29/11/1994,01/05/2015,17/11/2011,"2307,692308"
81088,68,1,M,HGH,RET,M,"166,1535385",22/02/1949,01/10/9999,03/12/2015,"2608,269231"
81089,67,6,M,HGH,RET,F,"250,3467692",03/03/2008,01/10/9999,14/02/2011,"632,3076923"
81090,48,4,S,HGH,PVE,F,"333,3792308",01/05/2010,06/04/2010,10/08/2012,"2716,908462"
81091,32,3,M,HGH,PVE,M,"429,9283077",22/06/1985,04/10/2016,03/07/2014,"3042,980769"
81092,64,10,M,HGH,RET,F,"264,3027692",01/01/1972,01/10/9999,27/10/2006,"2094,519231"
81093,58,11,M,HGH,RET,F,"239,6456154",15/12/2000,01/10/9999,06/07/2005,"4347,115385"
81094,44,0,M,HGH,RET,M,"217,5692308",25/10/1973,01/10/9999,11/10/2016,"405,7689231"
81095,59,2,M,HGH,STE,F,"238,8307692",28/10/1958,25/12/1979,27/12/2014,"807,3685385"
81096,57,13,M,HGH,STE,F,"307,4846154",01/04/1987,15/02/1983,17/03/2004,"1219,789923"
81097,65,11,M,HGH,RET,F,"184,4892308",01/03/1988,01/10/9999,08/09/2005,"1136,452"
81098,28,2,S,HGH,PVE,F,"307,6923077",01/05/2014,01/06/2014,16/06/2015,"790,3846154"
81099,52,3,M,HGH,PVE,F,"169,1657692",01/12/2012,16/01/2014,18/09/2013,"1580,769231"
81100,38,4,M,MAS,STE,F,"324,9692308",01/01/2006,01/11/2005,03/10/2012,"8264,660308"
81101,48,11,M,HGH,STE,M,"560,1951538",01/06/1991,14/05/1990,09/02/2006,"170,2307692"
81102,45,1,M,HGH,PVE,F,"191,1101538",01/01/1998,19/08/2014,05/04/2016,"75,61676923"
81103,37,4,M,MAS,STE,F,"367,4230769",01/09/2006,16/01/2012,12/04/2013,"3569,942308"
81104,54,0,M,HGH,PVE,M,"372,7254615",01/01/1995,01/03/2006,11/10/2016,"2307,692308"
81105,25,3,S,HGH,PVE,M,"181,6792308",10/07/1992,01/05/2013,20/01/2014,"2307,692308"
81106,54,10,M,PRS,STE,M,"318,0538462",19/08/1963,17/04/2007,01/02/2007,"1153,846154"
81107,52,2,M,HGH,STE,M,"391,1692308",11/07/1965,03/09/2012,09/12/2014,"4768,422846"
81108,45,1,M,HGH,PVE,M,"294,6916923",01/04/1972,01/09/2014,11/09/2015,"7581,051077"
81109,59,3,M,BCR,STE,F,"476,9230769",05/11/1958,01/09/1993,16/08/2013,"474,806"
81110,41,0,M,BCR,STE,M,"810,1446923",02/04/1976,01/10/9999,13/10/2016,"269,2307692"
81111,67,11,D,HGH,RET,F,"205,9406154",01/01/2013,01/10/9999,28/06/2006,"948,4615385"
81112,66,12,D,BCR,RET,F,"329,0704615",15/10/1977,01/10/9999,08/03/2005,"5295,576923"
81113,43,12,M,HGH,STE,M,"631,0319231",08/02/1974,25/09/2002,23/06/2005,"4615,384615"
81114,38,11,M,HGH,PVE,M,"489,6806154",01/01/1982,01/07/2005,28/04/2006,"1051,706462"
81115,38,10,M,PRS,PVE,M,"334,2153846",25/06/1990,22/01/2007,11/01/2007,"2307,692308"
81116,67,4,M,HGH,RET,M,"214,0541538",01/06/1981,01/10/9999,08/08/2012,"987,9807692"
81117,51,6,M,HGH,STE,F,"172,2782308",01/01/1988,01/01/1989,29/04/2011,"1274,979385"
81118,50,14,M,BCR,STE,M,"724,7769231",01/01/1997,05/01/1998,07/02/2003,"461,6923077"
81119,35,2,M,BCR,PVE,M,"546,8153846",01/01/2012,01/08/2012,19/09/2014,"9465,358615"
81120,55,2,M,HGH,PVE,M,"160,6692308",23/02/1962,14/04/2008,07/10/2014,"1652,212692"
81121,66,2,M,HGH,RET,M,"307,9165385",18/04/2005,01/10/9999,20/05/2015,"4742,307692"
81122,59,8,M,HGH,RET,F,"215,2676154",05/02/2002,01/10/9999,18/06/2009,"6329,995231"
81123,47,11,M,HGH,PVE,M,"502,8761538",15/09/2001,31/05/2004,22/09/2005,"4615,384615"
81124,34,4,M,HGH,STE,M,"653,8461538",01/02/2016,01/12/2006,05/04/2013,"118,8461538"
81125,47,10,M,HGH,STE,M,"213,5678462",05/02/1970,15/03/1992,07/03/2007,"1219,789923"
81126,38,9,M,BCR,STE,M,"527,2615385",22/06/2011,20/06/1998,05/10/2007,"4615,384615"
81127,25,0,S,HGH,PVE,M,"338,2615385",01/07/2007,21/09/2016,15/07/2016,"6678,75"
81128,67,10,M,HGH,RET,M,"197,9615385",11/08/1976,01/10/9999,21/03/2007,"3556,730769"
81129,72,10,M,HGH,RET,F,"293,1372308",01/01/1984,01/10/9999,18/06/2007,"513,75"
81130,60,5,M,HGH,STE,F,"187,8148462",01/08/1975,06/11/1984,19/10/2011,"4995,605923"
81131,63,9,M,HGH,RET,M,"317,8169231",01/01/1958,01/10/9999,28/11/2007,"1039,107846"
81132,53,10,S,HGH,STE,F,"357,2526923",10/02/1991,01/03/2003,08/09/2006,"8764,220923"
81133,32,7,M,HGH,PVE,M,"171,0916923",01/08/1995,01/10/2009,27/11/2009,"2688,129231"
81134,40,3,M,HGH,STE,F,"295,5384615",01/01/2002,22/11/1999,24/01/2014,"4293,096"
81135,63,0,M,HGH,RET,M,"230,7692308",01/03/1981,30/12/2001,12/10/2016,"352,4976923"
81136,36,6,S,HGH,PVE,M,"800,9912308",25/01/1981,27/09/2007,21/09/2010,"3202,710769"
81137,40,11,M,BCR,STE,M,"1194,3",01/01/2010,17/10/2005,26/10/2005,"2307,692308"
81138,35,11,S,HGH,PVE,M,"165,8230769",01/01/2013,02/04/2011,22/09/2005,"3593,330538"
81139,63,1,M,HGH,RET,F,"524,6543846",01/03/2013,01/10/9999,09/12/2015,"2307,692308"
81140,52,13,M,HGH,PVE,F,"297,788",10/12/2005,01/07/2016,29/01/2004,"1598,627462"
81141,34,3,M,PRS,PVE,F,"173,0769231",03/05/2008,01/07/2010,19/07/2013,"2979,835154"
81142,41,13,M,HGH,OTH,F,"1042,807692",01/02/2013,01/06/2003,09/01/2004,"2307,692308"
81143,48,14,M,BCR,STE,F,"380,8084615",28/05/2011,01/09/1995,25/06/2003,"4732,679308"
81144,43,3,M,HGH,PVE,F,177,05/07/1999,01/04/2013,10/09/2013,"3230,769231"
81145,45,2,M,HGH,STE,F,"192,3076923",28/04/1994,01/07/2013,27/08/2014,"2191,055231"
81146,48,11,M,BCR,PVE,F,"1582,261538",27/10/2003,01/12/2010,23/03/2006,"2307,692308"
81147,47,12,M,HGH,PVE,M,"413,2615385",23/04/1970,01/07/2011,04/07/2005,"2307,692308"
81148,41,10,M,HGH,STE,F,"266,1066154",30/09/2010,01/01/2010,20/07/2006,"4758,654385"
81149,64,11,S,HGH,RET,M,"351,7338462",07/08/1953,01/10/9999,01/03/2006,"395,1923077"
81150,57,11,M,HGH,PVE,M,"426,8",01/09/2009,01/07/2007,31/10/2005,"2307,692308"
81151,35,10,S,HGH,PVE,F,"207,3538462",14/08/1982,01/03/2008,21/12/2006,"2062,746231"
81152,51,4,S,HGH,STE,M,"343,2",12/08/1966,05/12/1985,21/12/2012,"2307,692308"
81153,58,13,M,BCR,STE,M,"733,6538462",01/12/2001,06/05/1994,25/06/2004,"948,4615385"
81154,71,11,M,BCR,RET,M,"335,9458462",01/09/1986,01/10/9999,11/07/2005,"3714,807692"
81155,48,11,M,PRS,PVE,F,"223,1615385",26/10/1992,09/01/2006,11/02/2006,"1185,576923"
81156,33,10,S,HGH,PVE,M,"361,0536154",14/11/2003,10/09/2007,12/12/2006,"4382,110462"
81157,42,5,M,PRS,PVE,M,"268,6461538",07/08/1975,05/12/2011,25/04/2012,"1980,236385"
81158,31,10,M,BCR,PVE,F,"1697,176923",11/04/1986,01/03/2012,20/12/2006,"3068,000615"
81159,39,11,D,BCR,STE,F,"330,5736923",19/10/2009,01/08/2005,11/08/2005,"1153,846154"
81160,60,3,M,HGH,RET,M,"255,4518462",23/12/1957,01/10/9999,12/05/2014,"6281,303"
81161,65,9,M,HGH,RET,F,"268,952",01/12/1989,01/10/9999,29/09/2007,"2264,011308"
81162,60,8,M,HGH,RET,M,"262,0731538",01/01/2000,01/10/9999,26/05/2009,"2307,692308"
81163,50,11,M,BCR,STE,F,"442,8853846",12/11/1988,01/09/1997,12/09/2005,"2366,339615"
81164,48,11,M,BCR,STE,M,"268,3333846",01/02/1994,04/05/2011,04/08/2005,"2307,692308"
81165,41,0,M,HGH,STE,F,"246,1538462",31/12/1976,24/09/2008,11/10/2016,"221,7669231"
81166,22,0,M,HGH,PVE,F,"269,2307692",01/01/2011,01/01/2016,13/10/2016,"316,8438462"
81167,29,3,S,HGH,PVE,M,"307,6923077",03/03/1988,01/11/2012,20/08/2013,"2195,621923"
81168,42,11,M,HGH,STE,F,"305,1143846",09/09/2001,19/06/1995,28/10/2005,"2307,692308"
81169,59,6,M,HGH,RET,F,"155,8256923",01/01/1981,01/10/9999,15/06/2011,"2921,536308"
81170,53,4,M,HGH,STE,M,"237,9076923",01/06/1982,15/12/1985,31/10/2012,"1219,789923"
81171,22,2,S,HGH,PVE,M,"316,1572308",01/01/2012,01/04/2016,03/09/2014,"4615,384615"
81172,30,10,S,HGH,PVE,F,"172,3076923",07/01/1987,01/04/2016,28/07/2006,"395,1923077"
81173,65,11,M,HGH,RET,M,"210,2967692",22/10/2004,01/10/9999,13/02/2006,4110
81174,31,10,S,HGH,PVE,M,"375,8859231",08/08/1986,23/12/2014,21/05/2007,"4615,384615"
81175,49,10,M,HGH,STE,M,"737,952",01/09/2003,16/10/1995,26/07/2006,"2307,692308"
81176,45,1,M,HGH,STE,M,"346,1538462",08/09/1972,05/11/2001,28/05/2016,"123,6923077"
81177,58,14,M,HGH,RET,F,"182,183",01/01/1990,01/10/9999,30/10/2002,"2307,692308"
81178,73,10,M,HGH,RET,M,"180,0049231",01/01/1970,01/10/9999,30/04/2007,"395,1923077"
81179,48,11,M,BCR,PVE,F,"651,7618462",18/12/1993,01/05/2006,05/05/2006,"9230,769231"
81180,68,12,M,HGH,RET,M,"287,6030769",26/10/1949,01/10/9999,16/05/2005,"5371,453846"
81181,40,8,M,HGH,PVE,M,"186,2293077",27/07/2011,01/04/2009,17/06/2009,"3754,326923"
81182,49,11,M,BCR,STE,F,"294,7803077",01/01/2010,17/11/1993,13/10/2005,"419,7487692"
81183,29,9,S,HGH,PVE,M,"260,7384615",09/08/1988,26/10/2010,09/04/2008,"790,3846154"
81184,29,2,S,HGH,STE,M,"376,8740769",01/01/2001,04/12/2013,25/07/2014,"5784,385769"
81185,68,11,M,HGH,RET,M,"329,5098462",10/09/1986,01/10/9999,04/11/2005,"1114,442308"
81186,54,10,M,SEC,STE,F,"183,7384615",17/02/2003,01/07/1998,20/11/2006,"400,8133846"
81187,41,11,M,BCR,PVE,M,"367,7873077",01/08/2007,01/07/2009,20/02/2006,"2307,692308"
81188,61,14,W,HGH,PVE,F,"551,3395385",03/09/1996,10/10/1991,18/10/2002,"2307,692308"
81189,41,0,M,HGH,PVE,M,"200,2461538",01/01/2010,12/01/2010,30/09/2016,"2307,692308"
81190,66,11,M,HGH,RET,M,"192,8923077",12/02/1977,01/10/9999,20/09/2005,"278,1884615"
81191,23,1,S,BCR,PVE,F,"307,6923077",31/12/2006,01/12/2015,03/12/2015,"9027,147538"
81192,69,14,M,HGH,RET,M,"889,2495385",01/01/1994,01/10/9999,01/07/2003,"3951,923077"
81193,64,13,W,BCR,RET,F,"434,842",26/11/1999,01/10/9999,30/07/2003,"3951,923077"
81194,61,14,S,PRS,RET,M,"175,6146923",10/07/1956,01/10/9999,19/12/2002,"261,965"
81195,36,11,M,HGH,PVE,M,"519,5461538",31/12/1989,15/04/2007,09/05/2006,"636,7728462"
81196,29,3,M,HGH,PVE,F,"218,5897692",03/10/2009,17/03/2014,12/03/2014,"2307,692308"
81197,66,4,M,HGH,RET,M,"238,7552308",01/01/1996,01/10/9999,26/04/2013,"4900,384615"
81198,37,5,M,HGH,PVE,M,"183,2949231",17/07/1980,27/08/2013,25/06/2012,"3833,365385"
81199,60,13,M,BCR,RET,F,"268,5153846",01/05/1993,01/10/9999,17/06/2004,"2307,692308"
81200,46,6,M,HGH,PVE,M,"341,7692308",03/01/1971,12/07/2010,17/07/2010,"2307,692308"
81201,57,0,M,BCR,RET,F,"269,2307692",01/01/2001,30/12/2001,12/10/2016,"316,8438462"
81202,47,0,M,BCR,STE,F,"546,1538462",06/05/1970,08/07/2006,10/10/2016,"358,234"
81203,55,11,M,HGH,STE,F,"458,6692308",01/07/1988,01/08/1996,12/12/2005,"4887,421"
81204,48,2,M,BCR,STE,F,"271,7",01/09/2006,01/02/2013,14/11/2014,"1923,076923"
81205,70,4,M,HGH,RET,M,"146,0818462",01/06/2011,01/10/9999,06/12/2012,"1975,961538"
81206,48,9,D,BCR,PVE,F,"448,0924615",01/07/2003,13/08/2007,13/08/2007,"1523,076923"
81207,54,12,M,BCR,RET,M,"654,9692308",01/01/1996,01/10/9999,14/06/2005,"7692,307692"
81208,51,1,M,HGH,PVE,M,"274,9818462",18/06/1966,17/08/2015,18/08/2015,"2307,692308"
81209,64,11,W,HGH,RET,F,"242,0090769",16/07/1953,01/10/9999,15/11/2005,"5137,5"
81210,38,11,M,BCR,STE,F,"341,2692308",01/07/2001,01/09/2006,09/02/2006,"7692,307692"
81211,53,11,M,BCR,STE,F,"699,0846154",01/01/2000,01/01/1996,17/08/2005,"2307,692308"
81212,60,12,M,SEC,RET,M,"291,0015385",02/10/2008,01/10/9999,17/06/2005,0
81213,29,0,S,HGH,PVE,M,400,15/10/1990,01/09/2012,10/10/2016,"475,3053846"
81214,49,12,S,HGH,PVE,M,"469,3064615",13/05/1968,29/06/1989,04/11/2004,"4505,192308"
81215,61,0,M,HGH,RET,F,"322,3815385",01/05/1985,01/10/9999,13/10/2016,"4615,384615"
81216,37,11,M,HGH,PVE,F,"561,8862308",15/05/2000,16/03/2009,26/07/2005,"1730,769231"
81217,46,15,M,HGH,PVE,M,"677,4846154",07/05/1993,30/09/2013,21/03/2002,"4615,384615"
81218,70,11,M,HGH,RET,M,"211,3769231",01/01/1980,01/10/9999,19/06/2006,"987,9807692"
81219,41,14,S,BCR,OTH,M,"1150,622846",10/01/1995,01/01/2015,24/06/2003,"3846,153846"
81220,67,6,M,BCR,RET,M,"310,0747692",16/01/1981,01/10/9999,25/03/2011,"2213,076923"
81221,29,6,S,HGH,PVE,M,"330,7692308",11/02/1988,01/10/2008,13/10/2010,"326,1613846"
81222,43,8,M,BCR,STE,F,"377,1148462",01/06/2008,28/06/2006,10/06/2009,"6923,076923"
81223,56,14,M,HGH,STE,M,"228,9683077",01/06/1997,15/07/2000,12/06/2003,"5433,816923"
81224,32,3,M,HGH,PVE,M,"276,0615385",01/01/1991,01/07/2008,13/02/2014,"2307,692308"
81225,59,6,M,HGH,RET,M,"291,9367692",01/05/1964,01/10/9999,06/07/2010,"7612,225077"
81226,23,3,S,HGH,PVE,M,"313,4636923",12/04/1994,01/12/2013,29/11/2013,"2307,692308"
81227,65,3,M,BCR,RET,M,"253,1503077",01/01/2000,01/10/9999,09/10/2013,"3951,923077"
81228,64,12,D,BCR,RET,F,"395,4704615",01/01/1963,01/10/9999,05/05/2005,"4426,153846"
81229,61,11,W,HGH,STE,F,"329,8846154",10/04/1990,01/09/1981,16/09/2005,"6432,938154"
81230,21,0,S,HGH,PVE,F,"263,8461538",14/03/1996,01/09/2015,11/10/2016,"475,3846154"
81231,56,11,M,HGH,STE,M,"411,8692308",01/08/1971,01/10/1997,09/07/2005,"7011,376692"
81232,31,0,M,BCR,STE,F,"279,2769231",01/01/2012,09/09/2013,18/08/2016,"2307,692308"
81233,56,11,M,BCR,PVE,F,"167,5116154",31/12/2005,03/06/2015,09/05/2006,"4119,183769"
81234,61,2,M,HGH,STE,F,"233,5384615",01/07/1990,05/02/2007,19/11/2014,"813,1933077"
81235,34,6,S,HGH,PVE,M,"178,7204615",20/05/1988,01/12/2010,01/02/2011,"3768,615"
